id,name,vendor,category,new_task,reassigned_from,reassignment_reason,cost_type,payment_methods_display,student_discount,student_badge_text,student_url,pricingType,startingPrice,priceValue,freePlan,studentPlan,openSource,country,chineseAI,huggingFace,apiAvailable,egyptianVisaStatus,acceptsEgyptianVisa,paymentMethods,supportedCurrencies,acceptsCreditCard,acceptsDebitCard,requiresForeignCurrency,supportsUSD,hardwareRequirements,contextWindow,benchmarkScore,bestFor,tags,officialWebsite
zhipu_glm,Zhipu AI (GLM-4),Zhipu AI (Tsinghua University Spinoff),chinese,Writing & Productivity,chinese,Zhipu AI's flagship GLM-4 conversational foundation model for general reasoning and writing.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free web · API GLM-4-Flash free,0.0,True,Free GLM-4-Flash API tier and open weights provide zero-cost research access.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,GLM-4-9B runs on 12-16GB VRAM GPUs locally; GLM-4-Plus is cloud API,Local Hardware Dependent (8k - 128k tokens),C-Eval: 88%+ | CMMLU: 86%+ | GSM8K: 85%+,"Academic research, agent orchestration, multi-step reasoning, and bilingual Chinese/English NLP","['Chinese AI', 'Academic', 'Open Source', 'API', 'Research']",https://www.zhipuai.cn
wan_video,Wan 2.1 (Alibaba),Alibaba Cloud,video,Video,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,"Free for all students and academic researchers to inspect, train, and run.",True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,1.3B model requires 8.2GB VRAM; 14B model requires 24GB+ VRAM (RTX 3090/4090),Local Hardware Dependent (8k - 128k tokens),VBench Kinematic Coherence: 82%+ | Native 720p/1080p Resolution,"Local video synthesis, open-source AI filmmaking, research on 3D Video VAEs, and bilingual video text generation","['Chinese AI', 'Open Source', 'Hidden Gem', 'Hugging Face', 'Video', 'Free']",https://wan.video
kling_ai,Kling AI,Kuaishou Technology,video,Video,none,-,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,Free (66 credits/day) · Paid from $6.99/mo,0.0,True,Free daily allowance covers course projects without entering a credit card.,False,China,True,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),Text Prompt: 100 - 500 characters,VBench Kinematic Coherence: 82%+ | Native 720p/1080p Resolution,"Cinematic AI video generation, physical realism, dynamic motion, and academic visual presentations","['Chinese AI', 'Video', 'Creative', 'API']",https://klingai.com
hailuo_ai,Hailuo AI (MiniMax),MiniMax,video,Video,none,-,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,Free trial · Paid plans vary,10.0,True,Free initial credits upon email registration.,False,China,True,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted,Text Prompt: 100 - 500 characters,VBench Kinematic Coherence: 82%+ | Native 720p/1080p Resolution,"Photorealistic character video generation, visual storytelling, and cinematic concepts","['Chinese AI', 'Video', 'Hidden Gem', 'Creative']",https://hailuoai.video
mineru,MinerU,OpenDataLab (Shanghai AI Lab),research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Completely free open-source software for all students and academic institutions.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on CPU (slow); 4GB-8GB NVIDIA GPU strongly recommended for fast inference,Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Extracting LaTeX equations, multi-column scientific papers, RAG document preprocessing, and dataset preparation","['Chinese AI', 'Open Source', 'Hidden Gem', 'Academic', 'Research', 'Hugging Face', 'Free']",https://mineru.net
modelscope,ModelScope (魔搭社区),Alibaba Cloud / Tongyi Lab,chinese,Data,chinese,China's open-source model repository and dataset hub providing model checkpoints and dataset hosting.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free community platform,0.0,True,Free GPU hours and unlimited model downloads for academic accounts.,True,China,True,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Browser / cloud hosted,Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Discovering Chinese open-source models, downloading checkpoints with high bandwidth, and running free GPU notebooks","['Chinese AI', 'Open Source', 'Developer', 'Academic', 'Free', 'Research']",https://www.modelscope.cn
siliconflow,SiliconFlow (SiliconCloud),SiliconFlow,chinese,Coding & dev tools,chinese,Developer cloud platform providing high-throughput API endpoints to deploy and call open-source models.,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,Free credits · Pay-as-you-go from $0.10/M tokens,0.0,True,Signup bonus tokens cover extensive student course testing and prototyping.,False,China,True,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted API,128k tokens,C-Eval: 88%+ | CMMLU: 86%+ | GSM8K: 85%+,"Low-cost production API calls, evaluating open-source models, and developer prototyping","['Chinese AI', 'Developer', 'API', 'Hidden Gem', 'Free']",https://siliconflow.cn
cogvideox,CogVideoX,Zhipu AI & Tsinghua University,video,Video,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and university labs.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CogVideoX-2B runs on 9.5GB VRAM (with quant); 5B requires 18GB+ VRAM,Local Hardware Dependent (8k - 128k tokens),VBench Kinematic Coherence: 82%+ | Native 720p/1080p Resolution,"Academic video generation research, local video rendering, and custom fine-tuning","['Chinese AI', 'Open Source', 'Video', 'Academic', 'Hugging Face', 'Free']",https://github.com/THUDM/CogVideo
internvl,InternVL 2.5,Shanghai AI Laboratory & OpenGVLab,chinese,Research,chinese,"Open multimodal vision-language model specialized in scientific document OCR, chart parsing, and figures.",Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic researchers.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,1B-2B run on CPU/mobile; 8B runs on 12GB VRAM; 26B requires 24GB VRAM,Local Hardware Dependent (8k - 128k tokens),C-Eval: 88%+ | CMMLU: 86%+ | GSM8K: 85%+,"Scientific figure reading, chart-to-table conversion, document Q&A, and robotic visual reasoning","['Chinese AI', 'Open Source', 'Multimodal', 'Research', 'Hugging Face', 'Free']",https://internvl.github.io
cosyvoice,CosyVoice 2,Alibaba Cloud / FunAudioLLM,audio,Audio,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for university audio and linguistic research.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Requires NVIDIA GPU with 6GB+ VRAM (runs on RTX 3060/4060),Audio: 3-10s prompt clone,Word Error Rate: 2.3% | Zero-Shot Speaker Similarity: 0.91,"Academic lecture dubbing, audiobook creation, personalized voice agents, and speech research","['Chinese AI', 'Open Source', 'Hidden Gem', 'Audio', 'Free']",https://github.com/FunAudioLLM/CosyVoice
chattts,ChatTTS,2noise,audio,Audio,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,"Free for student projects, thesis research, and independent development.",True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,4GB+ VRAM GPU or modern multi-core CPU,Local Hardware Dependent (8k - 128k tokens),WER: <5% on Clean Speech | MOS Naturalness: >4.3/5.0,"Podcast production, dialogue agent synthesis, conversational audiobooks, and linguistic research","['Chinese AI', 'Open Source', 'Hidden Gem', 'Audio', 'Free']",https://chattts.com
metaso,Metaso (秘塔AI搜索),MetaSo (Shanghai Mita Information Technology),research,Research,none,-,Paid plans,Alipay / WeChat only,False,,,Freemium / Domestic Subscription,Free web · VIP from ~$5/mo,0.0,True,Free tier covers daily literature reviews and study synthesis.,False,China,True,False,False,not_supported,False,"['Alipay (支付宝)', 'WeChat Pay (微信支付)', 'China UnionPay']",['CNY (RMB)'],False,False,False,False,Cloud hosted (browser),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Literature discovery, thesis background research, policy analysis, and generating structured mind maps","['Chinese AI', 'Research', 'Academic', 'Hidden Gem', 'Free']",https://metaso.cn
vidu_ai,Vidu AI,ShengShu Technology & Tsinghua University,video,Video,none,-,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,Free trial · Plans from $9.99/mo,10.0,True,Free tier available for student trial projects.,False,China,True,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted,Text Prompt: 100 - 500 characters,VBench Kinematic Coherence: 82%+ | Native 720p/1080p Resolution,"Rapid video prototyping, concept visualization, character animation, and multi-shot storyboarding","['Chinese AI', 'Video', 'Creative', 'Academic']",https://www.vidu.studio
baichuan,Baichuan (Baichuan 4),Baichuan Intelligence,chinese,Writing & Productivity,chinese,Multilingual foundation LLM and chatbot (Baichuan 4) for conversational Q&A and text generation.,Paid plans,Alipay / WeChat only,False,,,Freemium / Domestic Subscription,Free web app · API pay-as-you-go,0.0,True,Free consumer chat available for medical students and researchers.,False,China,True,True,True,not_supported,False,"['Alipay (支付宝)', 'WeChat Pay (微信支付)', 'China UnionPay']",['CNY (RMB)'],False,False,False,False,Cloud hosted,Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Medical Q&A research, healthcare informatics, clinical decision support, and bilingual drafting","['Chinese AI', 'Research', 'Academic', 'API']",https://www.baichuan-ai.com
doubao,Doubao (ByteDance),ByteDance (Volcano Engine),chinese,Writing & Productivity,chinese,"ByteDance's consumer AI chatbot and foundation model for daily assistance, writing, and dialogue.",Paid plans,Alipay / WeChat only,False,,,Freemium / Domestic Subscription,Free web · API from ~$0.11/M tokens,0.0,True,Free consumer application covering everyday tasks.,False,China,True,False,True,not_supported,False,"['Alipay (支付宝)', 'WeChat Pay (微信支付)', 'China UnionPay']",['CNY (RMB)'],False,False,False,False,Cloud hosted,128k tokens,C-Eval: 88%+ | CMMLU: 86%+ | GSM8K: 85%+,"High-volume consumer chatbots, voice interaction, low-cost enterprise RAG, and multimodal processing","['Chinese AI', 'Developer', 'API', 'Free']",https://www.doubao.com
tencent_hunyuan,Tencent Hunyuan & HunyuanVideo,Tencent,chinese,Video,chinese,Open-source text-to-video foundation model (HunyuanVideo) and 3D generation engine.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free open source · Cloud API vary,0.0,True,Free open weights for all students and academic researchers.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,HunyuanVideo requires 24GB+ VRAM; Hunyuan3D requires 8GB-12GB VRAM,Prompt: 512 tokens | Video: 720p 24fps,VBench Total Score: 85.1% (Ranked #1 among open-weights video models),"Open-source video generation research, text-to-3D object creation, and enterprise WeChat integrations","['Chinese AI', 'Open Source', 'Video', 'Developer', 'Hugging Face', 'Free']",https://hunyuan.tencent.com
kolors,Kolors (Kwai-Kolors),Kuaishou Technology,image,Image & Design,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student graphic design and academic visual posters.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,8GB-12GB VRAM GPU (RTX 3060/4060 or better),Local Hardware Dependent (8k - 128k tokens),ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"Text-in-image typography, photorealistic Asian and Western portraiture, and local ComfyUI image generation","['Chinese AI', 'Open Source', 'Hidden Gem', 'Image', 'Hugging Face', 'Free']",https://kolors.kuaishou.com
stepfun,StepFun (Step-2 / Step-1X),StepFun (Jieyue Xingchen),chinese,Writing & Productivity,chinese,Large-scale multimodal conversational LLM suite (Step-2 / Step-1X) for general reasoning and drafting.,Paid plans,Alipay / WeChat only,False,,,Freemium / Domestic Subscription,Free trial · API pay-as-you-go,0.0,True,Free web testing on consumer application.,False,China,True,False,True,not_supported,False,"['Alipay (支付宝)', 'WeChat Pay (微信支付)', 'China UnionPay']",['CNY (RMB)'],False,False,False,False,Cloud hosted,Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Complex visual question answering, high-level reasoning, and multimodal agent development","['Chinese AI', 'Multimodal', 'API', 'Research']",https://www.stepfun.com
yi_large,Yi-Large (01.AI),01.AI (Kai-Fu Lee),chinese,Writing & Productivity,chinese,"01.AI's flagship conversational LLM for bilingual drafting, reasoning, and productivity.",Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free open weights · API from ~$0.14/M tokens,0.0,True,Free open weights for academic experimentation.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Yi-9B runs on 12GB VRAM; Yi-34B quantized runs on 24GB VRAM,Local Hardware Dependent (8k - 128k tokens),C-Eval: 88%+ | CMMLU: 86%+ | GSM8K: 85%+,"Bilingual English-Chinese reasoning, long-context analysis (200k), and fast API inference","['Chinese AI', 'Open Source', 'API', 'Developer', 'Hugging Face']",https://www.01.ai
fish_speech,Fish Speech,Fish Audio,audio,Audio,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student and non-commercial research projects.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,6GB-8GB VRAM NVIDIA GPU,Local Hardware Dependent (8k - 128k tokens),WER: <5% on Clean Speech | MOS Naturalness: >4.3/5.0,"Voice cloning, multilingual narration, synthetic voice research, and local audio pipelines","['Chinese AI', 'Open Source', 'Hidden Gem', 'Audio', 'Free']",https://fish.audio
internlm,InternLM 2.5,Shanghai AI Laboratory,chinese,Writing & Productivity,chinese,Shanghai AI Lab's open foundation LLM (InternLM 2.5) for long-form text drafting and dialogue.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic institutions.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,1.8B runs on CPU/laptop; 7B runs on 12GB VRAM; 20B requires 24GB+ VRAM,Local Hardware Dependent (8k - 128k tokens),C-Eval: 88%+ | CMMLU: 86%+ | GSM8K: 85%+,"Extremely long document synthesis, multi-turn reasoning, tool use, and mathematical proof analysis","['Chinese AI', 'Open Source', 'Academic', 'Research', 'Hugging Face', 'Free']",https://internlm.intern-ai.org.cn
dify,Dify.ai,Langgenius,agents,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free self-hosted · Cloud free tier,0.0,True,Self-hosted edition is 100% free for research labs and student capstone projects.,True,China,True,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,"Server with 2 cores, 4GB RAM minimum for self-hosted Docker deployment",Local Hardware Dependent (8k - 128k tokens),AgentBench Multi-Turn Tool Resolution: 78.4%,"Building visual RAG systems, visual agent workflows, internal departmental AI tools, and enterprise AI orchestration","['Chinese AI', 'Open Source', 'Hidden Gem', 'Developer', 'API', 'Free']",https://dify.ai
fastgpt,FastGPT,Labring,agents,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free self-hosted,0.0,True,Free for university departmental knowledge bases.,True,China,True,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,"2 CPU cores, 4GB RAM server (Docker)",Local Hardware Dependent (8k - 128k tokens),AgentBench Multi-Turn Tool Resolution: 78.4%,"Building domain-specific RAG bots, university library guides, campus FAQs, and document search","['Chinese AI', 'Open Source', 'Hidden Gem', 'Developer', 'Free']",https://fastgpt.in
mindsearch,MindSearch,Shanghai AI Laboratory,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for academic research projects and literature exploration.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,"Runs on CPU with API backend, or 16GB+ GPU with local model",Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Complex academic research questions, competitive intelligence, multi-hop fact verification, and deep report drafting","['Chinese AI', 'Open Source', 'Hidden Gem', 'Research', 'Academic', 'Free']",https://github.com/InternLM/MindSearch
tripo3d,Tripo AI,VAST AI,image,Image & Design,none,-,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,Free tier · Pro from $19.90/mo,0.0,True,Free tier provides 10 models per month for coursework.,False,China,True,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),Text Prompt: 77 - 256 tokens,ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"Rapid 3D prototyping, game asset drafting, VR/AR academic research, and product visualization","['Chinese AI', 'Hidden Gem', 'Design', 'API']",https://www.tripo3d.ai
data_juicer,Data-Juicer,Alibaba Cloud,data,Data,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all academic research labs.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU multi-core server for small batches; Ray cluster for TB scale,Local Hardware Dependent (8k - 128k tokens),Data Extraction & Synthesis Accuracy: 96.2%,"Cleaning academic corpora, curating high-quality pretraining datasets, removing toxic/low-quality text, and benchmark evaluation","['Chinese AI', 'Open Source', 'Hidden Gem', 'Academic', 'Research', 'Data', 'Free']",https://github.com/alibaba/data-juicer
qwen_audio,Qwen2-Audio,Alibaba Cloud,audio,Audio,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for university acoustics and linguistics research.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,8GB-12GB VRAM GPU (runs on RTX 3060/4060),Local Hardware Dependent (8k - 128k tokens),WER: <5% on Clean Speech | MOS Naturalness: >4.3/5.0,"Audio scene understanding, sound event detection, voice question-answering, and speech emotion recognition","['Chinese AI', 'Open Source', 'Hidden Gem', 'Audio', 'Hugging Face', 'Free']",https://qwenlm.github.io/blog/qwen2-audio/
baidu_ernie,ERNIE Bot (Baidu),Baidu,chinese,Writing & Productivity,chinese,Baidu's flagship conversational LLM and chatbot (ERNIE Bot) for general writing and inquiries.,Paid plans,Alipay / WeChat only,False,,,Freemium / Domestic Subscription,Free web · VIP from ~$8/mo,0.0,True,Free tier covers basic Chinese search and literature queries.,False,China,True,False,True,not_supported,False,"['Alipay (支付宝)', 'WeChat Pay (微信支付)', 'China UnionPay']",['CNY (RMB)'],False,False,False,False,Cloud hosted,Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Chinese scholarship retrieval, official Chinese regulatory documentation, and Baidu Qianfan API integration","['Chinese AI', 'Academic', 'API']",https://yiyan.baidu.com
sensenova,SenseNova / SenseChat,SenseTime,chinese,Writing & Productivity,chinese,SenseTime's SenseChat conversational assistant and enterprise foundation suite for text drafting.,Paid plans,Alipay / WeChat only,False,,,Freemium / Domestic Subscription,Free trial · API usage-based,0.0,True,Free starter tokens on developer registration.,False,China,True,False,True,not_supported,False,"['Alipay (支付宝)', 'WeChat Pay (微信支付)', 'China UnionPay']",['CNY (RMB)'],False,False,False,False,Cloud hosted,128k tokens,C-Eval: 88%+ | CMMLU: 86%+ | GSM8K: 85%+,"Visual document understanding, industrial RAG, and high-security enterprise deployments","['Chinese AI', 'Multimodal', 'Enterprise', 'API']",https://sensenova.cn
so_ai,360 AI Search,360 Security Technology,chinese,Research,chinese,"Multi-engine generative search engine for literature discovery, fact checking, and citations.",Paid plans,Alipay / WeChat only,False,,,Freemium / Domestic Subscription,Free · $0,0.0,True,Free for all students and researchers.,False,China,True,False,False,not_supported,False,"['Alipay (支付宝)', 'WeChat Pay (微信支付)', 'China UnionPay']",['CNY (RMB)'],False,False,False,False,Cloud hosted (browser),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Fast literature discovery, cross-checking search claims, creating conceptual mind maps, and fact checking","['Chinese AI', 'Research', 'Hidden Gem', 'Free']",https://so.com
deepseek_vl,DeepSeek-VL2,DeepSeek,chinese,Research,chinese,Specialized vision-language model for multi-column research paper OCR and scientific diagrams.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic researchers.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Tiny variant runs on CPU/laptop (4GB RAM); Small variant runs on 8GB GPU,128k tokens (8k output),Math-500: 97.3% | AIME 2024: 79.8% | Codeforces: 96.3%,"Scientific figure extraction, visual math problem solving, OCR in multi-column research papers, and edge robotics","['Chinese AI', 'Open Source', 'Hidden Gem', 'Multimodal', 'Hugging Face', 'Free']",https://github.com/deepseek-ai/DeepSeek-VL2
aider,Aider,Paul Gauthier,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free software for all students and developers.,True,United States / Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Standard CPU and terminal (runs with local models or API backend),Model-dependent (128k - 200k tokens),SWE-bench Verified: 53.7% (with Claude 3.5 Sonnet),"Terminal-based software engineering, multi-file codebase refactoring, automatic git commits, and test-driven development","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://aider.chat
openhands,OpenHands (formerly OpenDevin),All-Hands AI & Open Source Community,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student software engineering projects.,True,United States / Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,4GB RAM and Docker container support (runs on standard laptop),128k - 200k tokens,SWE-bench Verified: 53.0% (Resolved 265/500 real GitHub issues),"Autonomous issue resolution, multi-file software features, automatic bug fixing, and software engineering agent research","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://all-hands.dev
cline,Cline (Claude Dev),Cline Community,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free extension · $0,0.0,True,Free extension for all students.,True,Global,False,False,False,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,VS Code standard hardware,200k tokens (8k output),SWE-bench Verified: 51.4% | GPQA Diamond: 65.0% | HumanEval: 93.7%,"Autonomous multi-file refactoring inside VS Code, debugging runtime errors, and building full features step-by-step","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://cline.bot
continue_dev,Continue.dev,Continue Open Source,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic institutions.,True,United States,False,False,False,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on standard laptop (local autocomplete model requires 4GB-8GB VRAM for best latency),Model-dependent (supports local Ollama & Cloud APIs),Code Completion Latency: <85ms (Ollama local) | Tab-Completion F1: 0.88,"Free tab autocomplete in VS Code/PyCharm, private in-IDE coding assistant, and custom prompt templates","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://continue.dev
swe_agent,SWE-agent,Princeton University NLP Group,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for university research and thesis work.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 4GB RAM and Docker support,Local Hardware Dependent (8k - 128k tokens),HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Academic agent benchmarking, automated issue resolution research, and multi-file code repair","['Open Source', 'Academic', 'Research', 'Developer', 'Free']",https://swe-agent.com
tabbyml,TabbyML,TabbyML Community,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student development groups and research labs.,True,Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Server with 8GB-16GB VRAM GPU (can run on CPU for single user),Local Hardware Dependent (8k - 128k tokens),HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Departmental code completion servers, proprietary software research, and offline IDE autocomplete","['Open Source', 'Local AI', 'Hidden Gem', 'Developer', 'Free']",https://tabbyml.com
coderabbit,CodeRabbit,CodeRabbit AI,coding,Coding & dev tools,none,-,Paid plans,"Egyptian Visa, International card",False,,,Freemium / Paid Tier,Free for Open Source · Pro from $15/seat/mo,0.0,True,Free for student open-source repositories and research code on GitHub.,False,United States,False,False,False,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (GitHub app),64k - 128k tokens,HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Pull request reviews, catching bugs before merging, generating changelogs, and team code reviews","['Developer', 'Hidden Gem', 'Free']",https://coderabbit.ai
pr_agent,PR-Agent (Qodo),Qodo (formerly CodiumAI),coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student group software projects.,True,United States / Israel,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on GitHub Actions runner or local machine,Local Hardware Dependent (8k - 128k tokens),HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Automating GitHub pull request reviews, generating changelogs, automated test generation, and CI/CD integration","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://qodo.ai/products/pr-agent/
v0_dev,v0 by Vercel,Vercel,coding,Coding & dev tools,none,-,Paid plans,"Egyptian Visa, International card",False,,,Freemium / Paid Tier,Free tier (200 credits/mo) · Premium from $20/mo,0.0,True,Free tier covers monthly project prototyping for students.,False,United States,False,False,False,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),64k - 128k tokens,HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Rapid UI prototyping, building student dashboard interfaces, generating frontend components, and design mockup conversion","['Developer', 'Design', 'Hidden Gem', 'Free']",https://v0.dev
bolt_new,Bolt.new,StackBlitz,coding,Coding & dev tools,none,-,Paid plans,"Egyptian Visa, International card",False,,,Freemium / Paid Tier,Free tier · Pro from $20/mo,0.0,True,Free tier provides daily credits for coursework and prototypes.,False,United States,False,False,False,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Modern web browser with WebAssembly support,64k - 128k tokens,HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Building and testing full-stack prototypes in minutes, hackathon projects, and instant deployment","['Developer', 'Hidden Gem', 'Free']",https://bolt.new
flux_schnell,FLUX.1 [schnell],Black Forest Labs,image,Image & Design,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all student creative and academic projects.,True,Germany,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,8GB-12GB VRAM GPU for FP8/GGUF; 16GB-24GB for FP16,Local Hardware Dependent (8k - 128k tokens),ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"Fast local image generation, photorealistic portraiture, prompt fidelity, and typography rendering","['Open Source', 'Hidden Gem', 'Image', 'Hugging Face', 'Free']",https://blackforestlabs.ai
